X,Y,OBJECTID,ID,STATION,STATIONURL,STA_ID,SYSTEM,SYS_AGENCY,NTDID,LATITUDE,LONGITUDE,UA,UACODE,STATUS,SOURCE,SOURCEDATE,GRD_ELEV,ADDRESS,CITY,STATE,ZIP,STATIONSYS
-9774897.6179,5095962.7175,2239,5118158,Tinley-80th,https://metrarail.com/maps-schedules/train-lines/RI/stations/TINLEY80TH,TINLEY80TH,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.5644829570001,-87.809399309,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,18001 S 80TH AVE,TINLEY PARK,IL,60477,Tinley-80th - Metra
-9771940.0844,5097668.185,2240,5118159,Tinley Park,https://metrarail.com/maps-schedules/train-lines/RI/stations/TINLEYPARK,TINLEYPARK,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.5759448650001,-87.782831333,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,6700 SOUTH ST,TINLEY PARK,IL,60477,Tinley Park - Metra
-9760228.0632,5109383.3423,2241,5118160,Blue Island-Vermont,https://metrarail.com/maps-schedules/train-lines/RI/stations/VERMONT,VERMONT,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.654623767,-87.677620457,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,2300 W GROVE ST,BLUE ISLAND,IL,60406,Blue Island-Vermont - Metra
-9757830.0979,5116988.7617,2242,5118161,103rd St.-Washington Hts.,https://metrarail.com/maps-schedules/train-lines/RI/stations/WASHHGTS,WASHHGTS,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.705650318,-87.656079168,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,10335 S VINCENNES AVE,CHICAGO,IL,60643,103rd St.-Washington Hts. - Metra
-9780239.5366,5106103.9843,2243,5118162,Orland Park 143rd,https://metrarail.com/maps-schedules/train-lines/SWS/stations/143RD-SWS,143RD-SWS,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.632609298,-87.857386581,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,143RD ST & SOUTHWEST HWY,ORLAND PARK,IL,60462,Orland Park 143rd - Metra
-9782042.3817,5102676.7241,2244,5118163,Orland Park 153rd,https://metrarail.com/maps-schedules/train-lines/SWS/stations/153RD-SWS,153RD-SWS,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.609593918,-87.873581814,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,10401 W 153RD STREET,ORLAND PARK,IL,60467,Orland Park 153rd - Metra
-9785259.1173,5095860.98,2245,5118164,Orland Park 179th,https://metrarail.com/maps-schedules/train-lines/SWS/stations/179TH-SWS,179TH-SWS,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.5637991470001,-87.902478241,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,179TH ST & SOUTHWEST HWY,ORLAND PARK,IL,60448,Orland Park 179th - Metra
-9764201.9804,5122288.2126,2246,5118165,Ashburn,https://metrarail.com/maps-schedules/train-lines/SWS/stations/ASHBURN,ASHBURN,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.741181662,-87.713318762,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,83RD ST & CENTRAL PARK AVE,CHICAGO,IL,60652,Ashburn - Metra
-9771606.8399,5116724.6847,2247,5118166,Chicago Ridge,https://metrarail.com/maps-schedules/train-lines/SWS/stations/CHICRIDGE,CHICRIDGE,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.703879241,-87.779837747,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,103RD ST & RIDGELAND AVE,CHICAGO RIDGE,IL,60415,Chicago Ridge - Metra
-9791660.069,5084109.4953,2248,5118167,Laraway Road,https://metrarail.com/maps-schedules/train-lines/SWS/stations/LARAWAY,LARAWAY,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.484765017,-87.959978969,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,1861 VILLAGE STATION BLVD,NEW LENOX,IL,60451,Laraway Road - Metra
-9794877.3709,5074283.9701,2249,5118168,Manhattan,https://metrarail.com/maps-schedules/train-lines/SWS/stations/MANHATTAN,MANHATTAN,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.418609761,-87.9888804839999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,15601 W SWEEDLER RD,MANHATTAN,IL,60442,Manhattan - Metra
-9768135.8871,5119060.144,2250,5118169,Oak Lawn,https://metrarail.com/maps-schedules/train-lines/SWS/stations/OAKLAWN,OAKLAWN,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.719540699,-87.748657647,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,9525 S TULLEY AVE,OAK LAWN,IL,60453,Oak Lawn - Metra
-9774642.0238,5113464.0752,2251,5118170,Palos Heights,https://metrarail.com/maps-schedules/train-lines/SWS/stations/PALOSHTS,PALOSHTS,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.6820073960001,-87.8071032679999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,11451 SOUTHWEST HIGHWAY,PALOS HEIGHTS,IL,60482,Palos Heights - Metra
-9776102.5067,5111542.3196,2252,5118171,Palos Park,https://metrarail.com/maps-schedules/train-lines/SWS/stations/PALOSPARK,PALOSPARK,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.669112967,-87.820223009,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,123RD ST & 82ND AVE,PALOS PARK,IL,60464,Palos Park - Metra
-9773400.7103,5114872.5726,2253,5118172,Worth,https://metrarail.com/maps-schedules/train-lines/SWS/stations/WORTH,WORTH,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.691456369,-87.795952359,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,110TH ST & DEPOT RD,WORTH,IL,60482,Worth - Metra
-9763111.5083,5123438.5129,2254,5118173,Wrightwood,https://metrarail.com/maps-schedules/train-lines/SWS/stations/WRIGHTWOOD,WRIGHTWOOD,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.7488915100001,-87.703522885,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,79TH ST & WEST COLUMBUS AVE,CHICAGO,IL,60652,Wrightwood - Metra
-9770812.1803,5183894.4986,2255,5118174,Braeside,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/BRAESIDE,BRAESIDE,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.152792032,-87.7726991979999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,10 N ST JOHNS AVE,HIGHLAND PARK,IL,60035,Braeside - Metra
-9762516.1026,5170578.5785,2256,5118175,Central St.,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/CENTRALST,CENTRALST,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.064049475,-87.698174264,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,1826 CENTRAL ST,EVANSTON,IL,60201,Central St. - Metra
-9759158.5005,5148523.8537,2257,5118176,Clybourn,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/CLYBOURN,CLYBOURN,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.9167948530001,-87.6680124109999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,2001 N ASHLAND AVE,CHICAGO,IL,60622,Clybourn - Metra
-9761020.8997,5168152.4156,2258,5118177,Evanston (Davis St.),https://metrarail.com/maps-schedules/train-lines/UP-N/stations/EVANSTON,EVANSTON,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.0478671870001,-87.684742628,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,901 DAVIS ST,EVANSTON,IL,60201,Evanston (Davis St.) - Metra
-9776201.2042,5193594.8338,2259,5118178,Fort Sheridan,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/FTSHERIDAN,FTSHERIDAN,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.217360678,-87.821109624,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,461 W OLD ELM ROAD,HIGHWOOD,IL,60040,Fort Sheridan - Metra
-9769197.3658,5181303.1,2260,5118179,Glencoe,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/GLENCOE,GLENCOE,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.1355316630001,-87.758193073,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,724 GREEN BAY RD,GLENCOE,IL,60022,Glencoe - Metra
-9779039.612,5207077.5481,2261,5118180,Great Lakes,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/GRTLAKES,GRTLAKES,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.3069965510001,-87.846607475,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,3000 S SHERIDAN ROAD,NORTH CHICAGO,IL,60088,Great Lakes - Metra
-9773579.4334,5188461.4512,2262,5118181,Highland Park,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/HIGHLANDPK,HIGHLANDPK,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.1831993970001,-87.797557856,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,1700 ST JOHNS AVE,HIGHLAND PARK,IL,60035,Highland Park - Metra
-9775042.1214,5191485.8123,2263,5118182,Highwood,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/HIGHWOOD,HIGHWOOD,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.203327942,-87.810697406,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,317 GREEN BAY RD,HIGHWOOD,IL,60040,Highwood - Metra
-9767571.1889,5178709.1558,2264,5118183,Hubbard Woods,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/HUBARDWOOD,HUBARDWOOD,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.1182496260001,-87.743584877,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,1065 GAGE ST,WINNETKA,IL,60093,Hubbard Woods - Metra
-9765369.0158,5175168.0127,2265,5118184,Indian Hill,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/INDIANHILL,INDIANHILL,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.094649309,-87.72380242,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,111 N GREEN BAY RD,WINNETKA,IL,60093,Indian Hill - Metra
-9764593.199,5173908.5317,2266,5118185,Kenilworth,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/KENILWORTH,KENILWORTH,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.086253248,-87.716833139,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,400 RICHMOND RD,KENILWORTH,IL,60043,Kenilworth - Metra
-9776741.8557,5249156.8644,2267,5118186,Kenosha,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/KENOSHA,KENOSHA,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.5859287850001,-87.825966379,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,5414 13TH AVENUE,KENOSHA,WI,53140,Kenosha - Metra
-9779054.2615,5202983.701,2268,5118187,Lake Bluff,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/LAKEBLUFF,LAKEBLUFF,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.279793281,-87.846739073,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,600 N SHERIDAN RD,LAKE BLUFF,IL,60044,Lake Bluff - Metra
-9778280.1933,5198870.1436,2269,5118188,Lake Forest.,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/LKFOREST,LKFOREST,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.2524472040001,-87.8397854999999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,691 N WESTERN AVE,LAKE FOREST,IL,60045,Lake Forest. - Metra
-9760507.5745,5165994.2114,2270,5118189,Main St.,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/MAINST,MAINST,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.0334686950001,-87.680131349,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,600 MAIN ST,EVANSTON,IL,60202,Main St. - Metra
-9777984.3951,5210356.7918,2271,5118190,North Chicago,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/NCHICAGO,NCHICAGO,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.3287783740001,-87.8371283,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,1633 LAKESIDE AVE,NORTH CHICAGO,IL,60064,North Chicago - Metra
-9756106.0056,5143356.2909,2272,5118191,Chicago OTC,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/OTC,OTC,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.8822429030001,-87.640591383,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,500 W MADISON ST,CHICAGO,IL,60661,Chicago OTC - Metra
-9759872.4742,5156265.7956,2273,5118192,Ravenswood,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/RAVENSWOOD,RAVENSWOOD,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,41.9685249230001,-87.674426146,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,4800 N RAVENSWOOD AVE,CHICAGO,IL,60640,Ravenswood - Metra
-9771953.2003,5185730.4767,2274,5118193,Ravinia,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/RAVINIA,RAVINIA,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.1650179700001,-87.782949155,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,510 ROGER WILLIAMS AVE,HIGHLAND PARK,IL,60035,Ravinia - Metra
-9771294.1732,5184675.3963,2275,5118194,Ravinia Park,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/RAVINIAPK,RAVINIAPK,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.157992386,-87.7770290139999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,418 SHERIDAN ROAD,HIGHLAND PARK,IL,60035,Ravinia Park - Metra
-9759995.6917,5162343.5338,2276,5118195,Rogers Park,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/ROGERPK,ROGERPK,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.0091057160001,-87.675533028,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,7000 N RAVENSWOOD AVE,CHICAGO,IL,60626,Rogers Park - Metra
-9776977.636,5215156.7069,2277,5118196,Waukegan,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/WAUKEGAN,WAUKEGAN,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.3606474050001,-87.8280844289999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,95 N SPRING ST,WAUKEGAN,IL,60085,Waukegan - Metra
-9763760.5137,5172569.6159,2278,5118197,Wilmette,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/WILMETTE,WILMETTE,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.077326434,-87.709352999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,722 GREEN BAY RD,WILMETTE,IL,60091,Wilmette - Metra
-9766352.5847,5176750.9927,2279,5118198,Winnetka,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/WINNETKA,WINNETKA,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.1052003300001,-87.7326379689999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,754 ELM ST,WINNETKA,IL,60093,Winnetka - Metra
-9775657.187,5233556.0531,2280,5118199,Winthrop Harbor,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/WINTHROP,WINTHROP,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.482660169,-87.816222634,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,7TH ST,WINTHROP HARBOR,IL,60096,Winthrop Harbor - Metra
-9775862.9479,5228507.4802,2281,5118200,Zion,https://metrarail.com/maps-schedules/train-lines/UP-N/stations/ZION,ZION,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.4492048810001,-87.818071016,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,2501 S EDEN RD,ZION,IL,60099,Zion - Metra
-9794297.9438,5173588.9421,2282,5118201,Arlington Heights,https://metrarail.com/maps-schedules/train-lines/UP-NW/stations/ARLINGTNHT,ARLINGTNHT,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.084122596,-87.983675401,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,45 W NORTHWEST HIGHWAY,ARLINGTON HEIGHTS,IL,60004,Arlington Heights - Metra
-9797131.3761,5175278.5224,2283,5118202,Arlington Park,https://metrarail.com/maps-schedules/train-lines/UP-NW/stations/ARLINGTNPK,ARLINGTNPK,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.095385945,-88.0091285569999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,2121 W NORTHWEST HIGHWAY,PALATINE,IL,60074,Arlington Park - Metra
-9810808.1229,5183894.3236,2284,5118203,Barrington,https://metrarail.com/maps-schedules/train-lines/UP-NW/stations/BARRINGTON,BARRINGTON,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.152790866,-88.1319888639999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,201 S SPRING STREET,BARRINGTON,IL,60010,Barrington - Metra
-9822991.9194,5192352.5928,2285,5118204,Cary,https://metrarail.com/maps-schedules/train-lines/UP-NW/stations/CARY,CARY,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.209095592,-88.2414377699999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,100 W MAIN ST,CARY,IL,60013,Cary - Metra
-9831423.032,5197637.3465,2286,5118205,Crystal Lake,https://metrarail.com/maps-schedules/train-lines/UP-NW/stations/CRYSTAL,CRYSTAL,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.244249514,-88.317175743,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,70 E WOODSTOCK AVE & GRANT ST,CRYSTAL LAKE,IL,60014,Crystal Lake - Metra
-9786344.6012,5168819.2646,2287,5118206,Cumberland,https://metrarail.com/maps-schedules/train-lines/UP-NW/stations/CUMBERLAND,CUMBERLAND,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.0523154210001,-87.9122293089999,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,475 E NORTHWEST HIGHWAY,DES PLAINES,IL,60016,Cumberland - Metra
-9780126.1121,5164582.4912,2288,5118207,Dee Road,https://metrarail.com/maps-schedules/train-lines/UP-NW/stations/DEEROAD,DEEROAD,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.0240486170001,-87.856367671,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,950 BUSSE HIGHWAY,PARK RIDGE,IL,60068,Dee Road - Metra
-9783493.2663,5167102.2766,2289,5118208,Des Plaines,https://metrarail.com/maps-schedules/train-lines/UP-NW/stations/DESPLAINES,DESPLAINES,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.0408615760001,-87.886615332,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,1501 MINER ST,DES PLAINES,IL,60016,Des Plaines - Metra
-9775862.188,5161347.2286,2290,5118209,Edison Park,https://metrarail.com/maps-schedules/train-lines/UP-NW/stations/EDISONPK,EDISONPK,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.0024552030001,-87.818064189,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,6730 NORTH OLMSTEAD AVENUE,CHICAGO,IL,60631,Edison Park - Metra
-9820544.6167,5190657.1184,2291,5118210,Fox River Grove,https://metrarail.com/maps-schedules/train-lines/UP-NW/stations/FOXRG,FOXRG,Metra,NORTHEAST ILLINOIS REGIONAL COMMUTER RAILROAD CORPORATION DBA: METRA RAIL,5118,42.197813232,-88.219453276,"CHICAGO, IL-IN",3,OPEN,http://metrarail.com/metra/en/home/about_metra/obtaining_records_from_metra.html,2016/02/05 00:00:00,GROUND,4015 N NORTHWEST HIGHWAY,FOX RIVER GROVE,IL,60021,Fox River Grove - Metra
